name,nickname,url,dob,weight,reach,height,stance
Juan Puerta,Leadfeather,http://ufcstats.com/fighter-details/fdba548aff9763d9,"Jan 20, 1988",125 lbs.,"71""","5' 9""",Southpaw
Bubba Pugh,--,http://ufcstats.com/fighter-details/6cf2352cdb3de59d,--,185 lbs.,--,"5' 10""",
Juan Manuel Puig,Fenix,http://ufcstats.com/fighter-details/85d0fafb8b75d634,"Apr 23, 1989",145 lbs.,--,"5' 9""",Orthodox
Daniel Puder,--,http://ufcstats.com/fighter-details/66e0a70352fef46a,"Oct 09, 1981",235 lbs.,--,"6' 3""",Orthodox
Lucie Pudilova,--,http://ufcstats.com/fighter-details/3cf66c62d9069f43,"Jun 13, 1994",135 lbs.,"67""","5' 8""",Orthodox
Claudio Puelles,Prince of Peru,http://ufcstats.com/fighter-details/d747eb273a40a920,"Apr 21, 1996",155 lbs.,"72""","5' 10""",Southpaw
Cole Province,--,http://ufcstats.com/fighter-details/2a470ad41c22c25a,"Jan 17, 1981",145 lbs.,"68""","5' 9""",Orthodox
Lara Procopio,--,http://ufcstats.com/fighter-details/e99821959a840bb8,"Nov 14, 1995",125 lbs.,"67""","5' 4""",Orthodox
Brent Primus,--,http://ufcstats.com/fighter-details/46caf130099206cd,"Apr 12, 1985",155 lbs.,--,"5' 10""",
Darrick Minner,--,http://ufcstats.com/fighter-details/34e516ab361afb1c,"Apr 28, 1990",145 lbs.,"69""","5' 7""",Orthodox
Joe Proctor,--,http://ufcstats.com/fighter-details/a36556bb1565e32d,"Aug 10, 1985",155 lbs.,"72""","5' 10""",Orthodox
Jiri Prochazka,--,http://ufcstats.com/fighter-details/009341ed974bad72,"Oct 14, 1992",205 lbs.,"80""","6' 3""",Orthodox
Adam Milstead,The Prototype,http://ufcstats.com/fighter-details/72ffecf712673af1,"Jul 03, 1987",205 lbs.,"76""","6' 3""",Orthodox
Vitaly Minakov,--,http://ufcstats.com/fighter-details/56c975c4a2b357a5,"Feb 06, 1985",249 lbs.,--,"6' 2""",
Juliana Miller,Killer,http://ufcstats.com/fighter-details/aa0c573da7119292,"May 07, 1996",125 lbs.,"66""","5' 7""",Orthodox
Che Mills,Beautiful,http://ufcstats.com/fighter-details/6cadfd8f1d9e7685,"Sep 29, 1982",170 lbs.,"76""","6' 1""",Orthodox
Aaron Miller,Blood Spiller,http://ufcstats.com/fighter-details/a4d055f1435d6d75,--,145 lbs.,--,"5' 9""",
Eddy Millis,--,http://ufcstats.com/fighter-details/f2c934689243fe4e,--,185 lbs.,--,"6' 1""",
Alberto Mina,Soldier of God,http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11,"May 02, 1982",170 lbs.,"77""","6' 0""",Orthodox
Mo Miller,Moshow,http://ufcstats.com/fighter-details/39019970ac8543e9,"Aug 10, 1992",135 lbs.,"72""","5' 8""",Orthodox
Cole Miller,Magrinho,http://ufcstats.com/fighter-details/282fa667ff9c51ed,"Apr 26, 1984",145 lbs.,"73""","6' 1""",Orthodox
Micah Miller,Maverick,http://ufcstats.com/fighter-details/3ff0d0dc7a14bb50,"Feb 14, 1987",145 lbs.,--,"6' 0""",Orthodox
Philip Preece,--,http://ufcstats.com/fighter-details/6597b611f1c32555,--,205 lbs.,--,"5' 8""",Orthodox
Henry Miller,Sentoryu,http://ufcstats.com/fighter-details/45a2ba3ef82b9700,"Jul 16, 1969",270 lbs.,--,"5' 7""",Southpaw
Jason Miller,Mayhem,http://ufcstats.com/fighter-details/b2f88c04c4dd43ce,"Dec 24, 1980",185 lbs.,--,"6' 1""",Orthodox
Ricardo Prasel,Alemao,http://ufcstats.com/fighter-details/b51d0ed3782a1bf5,"Jun 02, 1990",238 lbs.,"78""","6' 7""",Orthodox
Jim Miller,A-10,http://ufcstats.com/fighter-details/d1941565abf50b16,"Aug 30, 1983",155 lbs.,"71""","5' 8""",Southpaw
Carlo Prater,Neo,http://ufcstats.com/fighter-details/4f853e98886283cf,"Jun 25, 1981",155 lbs.,"72""","5' 11""",Switch
Dan Miller,--,http://ufcstats.com/fighter-details/d0c29452d3272603,"Jun 30, 1981",185 lbs.,"74""","6' 1""",Orthodox
Michel Prazeres,Tractor,http://ufcstats.com/fighter-details/e51fcd9cd84c0b93,"Jul 25, 1981",170 lbs.,"67""","5' 6""",Orthodox
Francisco Prado,--,http://ufcstats.com/fighter-details/3920d0cc288f9b0d,"Jun 16, 2002",155 lbs.,"69""","5' 10""",Orthodox
Wagner Prado,Caldeirao,http://ufcstats.com/fighter-details/7f6ef4e1227600bc,"Dec 30, 1986",205 lbs.,"74""","6' 0""",Southpaw
Trevor Prangley,--,http://ufcstats.com/fighter-details/f5ff7bcdcfeba3ad,"Aug 24, 1972",185 lbs.,"75""","6' 1""",Orthodox
Carlos Prates,The Nightmare,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,"Aug 17, 1993",170 lbs.,"78""","6' 1""",Switch
Devin Powell,--,http://ufcstats.com/fighter-details/065eb44700e641a4,"Mar 01, 1988",155 lbs.,"73""","6' 0""",Orthodox
Marcin Prachnio,--,http://ufcstats.com/fighter-details/6370c1c1e12723d5,"Jul 14, 1988",205 lbs.,"74""","6' 3""",Orthodox
Ruan Potts,Fangzz,http://ufcstats.com/fighter-details/7e208569469c8bc8,"Feb 23, 1978",247 lbs.,"75""","6' 2""",Orthodox
Dylan Potter,Big Poppa,http://ufcstats.com/fighter-details/61e47575b24a06bf,"Jan 14, 1995",225 lbs.,"77""","6' 2""",Switch
Pat Miletich,The Croatian Sensation,http://ufcstats.com/fighter-details/cedfdf8d423d500c,"Mar 09, 1968",170 lbs.,--,"5' 10""",Orthodox
Phillip Miller,--,http://ufcstats.com/fighter-details/18aecaf50f52e4c3,"Feb 20, 1979",185 lbs.,--,"5' 11""",Orthodox
Bojan Mihajlovic,--,http://ufcstats.com/fighter-details/d6285cba1d1052e0,"Mar 30, 1980",205 lbs.,"73""","5' 11""",Orthodox
Billy Miles,The Kid,http://ufcstats.com/fighter-details/3c48019bc387b80c,"Apr 28, 1978",170 lbs.,--,"5' 10""",Orthodox
Keith Mielke,--,http://ufcstats.com/fighter-details/f62850b3c7480db9,--,185 lbs.,--,"5' 8""",
Gabriel Miglioli,Biel,http://ufcstats.com/fighter-details/a6fa5dd90528e9f7,--,170 lbs.,--,"5' 8""",
Curtis Millender,Curtious,http://ufcstats.com/fighter-details/f1928a52590c5532,"Dec 01, 1987",170 lbs.,"76""","6' 2""",Orthodox
Zachary Micklewright,--,http://ufcstats.com/fighter-details/a36a14985a57a1c6,"Aug 21, 1976",155 lbs.,"74""","6' 0""",Southpaw
Chris Mierzwiak,--,http://ufcstats.com/fighter-details/2b284840ca89876a,"Feb 14, 1988",185 lbs.,--,"6' 1""",
Kristof Midoux,The Hurricane,http://ufcstats.com/fighter-details/5b5b9c6f6f270369,"Jul 30, 1974",220 lbs.,--,"6' 1""",Orthodox
Chris Mickle,--,http://ufcstats.com/fighter-details/f903967fd320da38,"Jul 10, 1983",145 lbs.,--,"5' 9""",Orthodox
Andreas Michailidis,The Spartan,http://ufcstats.com/fighter-details/79325a3c1a5c3bf4,"Jul 18, 1988",170 lbs.,"76""","6' 0""",Orthodox
David Michaud,BullDawg,http://ufcstats.com/fighter-details/49f4b511932f71e9,"Nov 10, 1988",155 lbs.,--,"5' 9""",Orthodox
Guy Mezger,--,http://ufcstats.com/fighter-details/946f341df6472ee0,"Jan 01, 1968",200 lbs.,--,"6' 1""",Orthodox
Ihor Potieria,Duelist,http://ufcstats.com/fighter-details/260bd4cef10b033f,"May 29, 1996",205 lbs.,"75""","6' 3""",Southpaw
Callan Potter,The Rockstar,http://ufcstats.com/fighter-details/8fc9ae9c7527dfcb,"Jun 09, 1984",170 lbs.,"72""","6' 0""",Orthodox
Alexander Poppeck,--,http://ufcstats.com/fighter-details/56bf3ed155bd0fcd,"Apr 06, 1992",205 lbs.,--,"6' 2""",Orthodox
Brandon Michaels,--,http://ufcstats.com/fighter-details/f5e4ce11afbdfb61,--,185 lbs.,--,"5' 9""",
Parker Porter,--,http://ufcstats.com/fighter-details/ac40f7e3cbecdda4,"Apr 22, 1985",265 lbs.,"75""","6' 0""",Orthodox
Felipe Portela,Balboa,http://ufcstats.com/fighter-details/303e017a9074f3aa,"Nov 23, 1987",170 lbs.,--,--,
Mike Polchlopek,Mike Barton,http://ufcstats.com/fighter-details/3bb030257966b022,"Dec 27, 1965",285 lbs.,--,"6' 4""",Orthodox
Grigory Popov,--,http://ufcstats.com/fighter-details/d3fa5c5955397532,"Apr 18, 1984",135 lbs.,"68""","5' 7""",Switch
John Polakowski,Buckets of Blood,http://ufcstats.com/fighter-details/b18fb36a4aa00093,"Jun 21, 1981",155 lbs.,--,"5' 10""",Orthodox
Brandon Polcare,--,http://ufcstats.com/fighter-details/543cd2258f4fa339,--,125 lbs.,--,--,
Santiago Ponzinibbio,Argentine Dagger,http://ufcstats.com/fighter-details/6d1bffff14897645,"Sep 26, 1986",170 lbs.,"73""","6' 0""",Orthodox
Julia Polastri,The Dragon,http://ufcstats.com/fighter-details/abb68e3c7ca128f2,"Mar 05, 1998",115 lbs.,"63""","5' 2""",Orthodox
Igor Pokrajac,The Duke,http://ufcstats.com/fighter-details/53278852bcd91e11,"Jan 02, 1979",205 lbs.,"74""","6' 0""",Orthodox
Dustin Poirier,The Diamond,http://ufcstats.com/fighter-details/029eaff01e6bb8f0,"Jan 19, 1989",155 lbs.,"72""","5' 9""",Southpaw
Dmitry Poberezhets,--,http://ufcstats.com/fighter-details/9756095cb76b67c3,"Jun 11, 1985",237 lbs.,--,"6' 3""",
Jamal Pogues,--,http://ufcstats.com/fighter-details/f41b9f5efc7162d6,"Dec 01, 1995",205 lbs.,"77""","6' 3""",Orthodox
Ross Pointon,The Gladiator,http://ufcstats.com/fighter-details/7215953cd5c6254d,"Feb 18, 1980",170 lbs.,--,"5' 8""",Orthodox
Jonathan Meunier,District,http://ufcstats.com/fighter-details/5823ceab56741617,"Aug 04, 1987",170 lbs.,--,"6' 3""",Switch
Yaotzin Meza,--,http://ufcstats.com/fighter-details/3623bd267a2eef2e,"Feb 04, 1981",145 lbs.,"71""","5' 9""",Orthodox
Jeremiah Metcalf,--,http://ufcstats.com/fighter-details/5bdcbd8dd681a257,--,185 lbs.,--,"6' 1""",Orthodox
Joe Merritt,--,http://ufcstats.com/fighter-details/e82d5f54daa85a7e,"Mar 07, 1984",170 lbs.,--,"6' 0""",Orthodox
Nick Meregali,--,http://ufcstats.com/fighter-details/2f6dc878d653c442,--,--,--,--,
Maki Pitolo,Coconut Bombz,http://ufcstats.com/fighter-details/c549573c0df4d676,"Nov 24, 1990",185 lbs.,"75""","5' 10""",Orthodox
Buck Meredith,--,http://ufcstats.com/fighter-details/36120738148f203f,"May 17, 1982",185 lbs.,--,"6' 2""",
Adam Meredith,--,http://ufcstats.com/fighter-details/c1135a6892e916db,--,170 lbs.,--,"6' 2""",
Steve Mensing,The Machine,http://ufcstats.com/fighter-details/3bc27ec15facbcf3,"Dec 06, 1977",185 lbs.,--,"5' 11""",Orthodox
Ivan Menjivar,The Pride of El Salvador,http://ufcstats.com/fighter-details/5755960ebd0b16f6,"May 30, 1982",145 lbs.,"64""","5' 6""",Orthodox
Dave Menne,The Warrior,http://ufcstats.com/fighter-details/275cafc9de131c83,"Jul 29, 1974",170 lbs.,--,"5' 10""",Orthodox
Pietro Menga,--,http://ufcstats.com/fighter-details/869d68b5383131fd,"Feb 15, 1988",125 lbs.,"68""","5' 7""",Southpaw
Luis Mendoza,--,http://ufcstats.com/fighter-details/28200bc87367614f,--,155 lbs.,--,--,
Eddie Mendez,--,http://ufcstats.com/fighter-details/49e49b54e5901d0d,"Jan 16, 1984",185 lbs.,--,"5' 10""",
Mateus Mendonca,Bocao,http://ufcstats.com/fighter-details/48812daf291a4e23,"Jan 17, 1999",125 lbs.,"71""","5' 6""",Orthodox
Alonzo Menifield,Atomic,http://ufcstats.com/fighter-details/a495f599e787614f,"Oct 18, 1987",205 lbs.,"76""","6' 0""",Orthodox
Gaetano Pirrello,El Tigre,http://ufcstats.com/fighter-details/8765559b6a29a421,"Apr 29, 1992",135 lbs.,"65""","5' 7""",Orthodox
Paddy Pimblett,The Baddy,http://ufcstats.com/fighter-details/7826923b47f8d72a,"Jan 03, 1995",155 lbs.,"73""","5' 10""",Orthodox
Pingyuan Liu,--,http://ufcstats.com/fighter-details/31bbd39c0a075d4e,"Feb 13, 1993",135 lbs.,"72""","5' 6""",Orthodox
Luana Pinheiro,--,http://ufcstats.com/fighter-details/a3a542074109b347,"Nov 18, 1992",115 lbs.,"62""","5' 2""",Orthodox
Jesus Pinedo,El Mudo,http://ufcstats.com/fighter-details/25af5e832f17b474,"Jun 22, 1996",155 lbs.,--,"5' 10""",Southpaw
Daniel Pineda,The Pit,http://ufcstats.com/fighter-details/361d49960a196976,"Aug 06, 1985",145 lbs.,"69""","5' 7""",Orthodox
Domingo Pilarte,Son of Fire,http://ufcstats.com/fighter-details/4bf6b225ff6099c4,"Jan 05, 1990",135 lbs.,"73""","6' 0""",Southpaw
Joao Pierini,--,http://ufcstats.com/fighter-details/9a967e8e43dcef63,"Dec 11, 1971",155 lbs.,--,"6' 1""",Switch
Nick Piedmont,No Limit,http://ufcstats.com/fighter-details/df7d386a54e07446,--,145 lbs.,--,"5' 10""",
Sean Pierson,The Punisher,http://ufcstats.com/fighter-details/0d506315895efffc,"Mar 10, 1976",170 lbs.,"76""","6' 0""",Southpaw
Fabiola Pidroni,The Queen,http://ufcstats.com/fighter-details/9561eb5f0d63ffcc,"Jan 04, 1994",115 lbs.,--,--,
Mike Pierce,--,http://ufcstats.com/fighter-details/236a37d96d476164,"Sep 01, 1980",170 lbs.,"71""","5' 8""",Orthodox
Oskar Piechota,Imadlo,http://ufcstats.com/fighter-details/1cf7ccf64a5bf24e,"Jan 24, 1990",185 lbs.,"76""","6' 0""",Southpaw
Adam Piccolotti,--,http://ufcstats.com/fighter-details/fa399f7f6e17f7f5,"Oct 23, 1988",155 lbs.,--,"5' 11""",
Brad Pickett,One Punch,http://ufcstats.com/fighter-details/c945adc22c2bfe8f,"Sep 24, 1978",135 lbs.,"68""","5' 6""",Orthodox
Vinc Pichel,From Hell,http://ufcstats.com/fighter-details/c77a953488e5607d,"Nov 23, 1982",155 lbs.,"72""","5' 10""",Orthodox
Augusto Mendes,Tanquinho,http://ufcstats.com/fighter-details/3d5b1ce6097dbb49,"Mar 03, 1983",135 lbs.,"65""","5' 6""",Orthodox
Jamie Pickett,The Night Wolf,http://ufcstats.com/fighter-details/830f60497fab345a,"Aug 29, 1988",185 lbs.,"80""","6' 2""",Orthodox
Antonio Mendes,Samurai,http://ufcstats.com/fighter-details/3795fca327cbcf23,"Apr 19, 1981",205 lbs.,"77""","6' 3""",Southpaw
Marcelo Mello,--,http://ufcstats.com/fighter-details/672ef06fd9f41f7d,--,170 lbs.,--,"5' 7""",Southpaw
Vanessa Melo,--,http://ufcstats.com/fighter-details/9b7dfb3b7d99926a,"Mar 27, 1988",135 lbs.,"65""","5' 5""",Orthodox
Nair Melikyan,Ahalkalakski,http://ufcstats.com/fighter-details/64b8561624d3b15e,"Aug 08, 1997",155 lbs.,--,"5' 6""",
Fabio Mello,--,http://ufcstats.com/fighter-details/8a028648f3f0761d,--,155 lbs.,--,"5' 5""",Southpaw
Chad Mendes,Money,http://ufcstats.com/fighter-details/b5b684eac99ae0a3,"May 01, 1985",145 lbs.,"66""","5' 6""",Orthodox
Brandon Melendez,The Murderer,http://ufcstats.com/fighter-details/2b06b6ad5db63348,"Mar 24, 1983",155 lbs.,--,"5' 11""",Southpaw
Bryce Mejia,--,http://ufcstats.com/fighter-details/6eae26c44e505775,--,170 lbs.,--,"6' 1""",
Brian Melancon,--,http://ufcstats.com/fighter-details/eee7dafac7d672b5,"May 28, 1982",170 lbs.,--,"5' 8""",Orthodox
Gilbert Melendez,El Nino,http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1,"Apr 12, 1982",145 lbs.,"73""","5' 9""",Orthodox
Miika Mehmet,--,http://ufcstats.com/fighter-details/41dca66f9dadfc86,--,205 lbs.,--,--,Orthodox
Derrick Mehmen,Caveman,http://ufcstats.com/fighter-details/6c7dafd03b6cc3f8,"May 30, 1985",205 lbs.,--,"6' 4""",
Jordan Mein,Young Gun,http://ufcstats.com/fighter-details/2aa49b3766a59bcd,"Oct 10, 1989",170 lbs.,"73""","6' 0""",Orthodox
Nick Pica,The Silverback,http://ufcstats.com/fighter-details/7922e8269adcc25a,--,185 lbs.,--,"5' 10""",
Frank Megallon,--,http://ufcstats.com/fighter-details/c0a93b52096b7682,--,185 lbs.,--,"5' 10""",Southpaw
Mario Piazzon,--,http://ufcstats.com/fighter-details/44f234a36324e6c8,"Apr 06, 1998",--,--,--,
John Phillips,The Welsh Wrecking Machine,http://ufcstats.com/fighter-details/e9ac7bfb65c25497,"Jun 09, 1985",185 lbs.,"75""","5' 11""",Southpaw
Elizabeth Phillips,--,http://ufcstats.com/fighter-details/dcbf01d605681ad1,"Aug 20, 1986",135 lbs.,"65""","5' 6""",Orthodox
Kyler Phillips,The Matrix,http://ufcstats.com/fighter-details/60425d07ef4b91a7,"Jun 12, 1995",135 lbs.,"72""","5' 8""",Orthodox
Aaron Phillips,The Dragon,http://ufcstats.com/fighter-details/34c2b3656f88f7ef,"Aug 05, 1989",135 lbs.,"71""","5' 9""",Southpaw
Gerald Meerschaert,GM3,http://ufcstats.com/fighter-details/6ac9bc2953c47345,"Dec 18, 1987",185 lbs.,"77""","6' 1""",Southpaw
Wayne Phillips,--,http://ufcstats.com/fighter-details/09a82bd51ff61376,"Jun 17, 1983",185 lbs.,--,--,
Dave Phillips,The Rockstar,http://ufcstats.com/fighter-details/99020eeb8cd5689d,"Jan 12, 1980",185 lbs.,--,"6' 0""",Orthodox
Constantinos Philippou,--,http://ufcstats.com/fighter-details/05560764359161e4,"Nov 29, 1979",185 lbs.,"73""","5' 11""",Orthodox
Dino Pezao,--,http://ufcstats.com/fighter-details/81b57acd6975ac06,--,205 lbs.,--,--,Orthodox
Cody Pfister,The Fist,http://ufcstats.com/fighter-details/5904b0b38dc6718d,"Jul 12, 1990",155 lbs.,"73""","5' 10""",Orthodox
Nam Phan,--,http://ufcstats.com/fighter-details/80dbeb1dd5b53e64,"Mar 13, 1983",135 lbs.,"70""","5' 6""",Orthodox
Sergio Pettis,--,http://ufcstats.com/fighter-details/de75d1c45a39e221,"Aug 18, 1993",125 lbs.,"69""","5' 6""",Orthodox
Anthony Pettis,Showtime,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc,"Jan 27, 1987",155 lbs.,"72""","5' 10""",Orthodox
Forrest Petz,The Meat Cleaver,http://ufcstats.com/fighter-details/e86bc32f5997a8f7,"Sep 22, 1975",170 lbs.,"71""","5' 9""",Orthodox
Seth Petruzelli,The Silverback,http://ufcstats.com/fighter-details/93b9496275bbbf80,"Dec 03, 1979",205 lbs.,"76""","6' 0""",Orthodox
Peter Petties,The Joker,http://ufcstats.com/fighter-details/7ea5d60d2e6a8ad0,"Dec 20, 1990",145 lbs.,"72""","5' 11""",Southpaw
Sanford Alton Meeks,--,http://ufcstats.com/fighter-details/27c59ac201539d10,"Apr 05, 1994",265 lbs.,"75""","6' 5""",Orthodox
Emil Meek,Valhalla,http://ufcstats.com/fighter-details/103b06d8707895a9,"Aug 20, 1988",170 lbs.,"74""","5' 11""",Switch
Todd Medina,El Tiburon,http://ufcstats.com/fighter-details/b60391da771deefe,--,193 lbs.,--,"5' 10""",Southpaw
Uros Medic,The Doctor,http://ufcstats.com/fighter-details/681399317dbf4701,"Apr 25, 1993",170 lbs.,"71""","6' 1""",Southpaw
Jose Medina,--,http://ufcstats.com/fighter-details/baa9be02c3e3e038,--,205 lbs.,--,--,
Marquel Mederos,--,http://ufcstats.com/fighter-details/e2be0c1a9b886d92,"Nov 30, 1996",155 lbs.,--,--,
Jason Medina,--,http://ufcstats.com/fighter-details/f53fb9d9e57cc38e,--,180 lbs.,--,"5' 9""",
Anistavio Medeiros,Gasparzinho,http://ufcstats.com/fighter-details/2937cb502dda0808,"May 01, 1988",145 lbs.,--,"5' 6""",Orthodox
Kaline Medeiros,The Dark Angel,http://ufcstats.com/fighter-details/263af068bd986548,--,115 lbs.,--,"5' 3""",
Yancy Medeiros,--,http://ufcstats.com/fighter-details/813550bc53b15fb0,"Sep 07, 1987",155 lbs.,"75""","5' 10""",Orthodox
Charles McTorry,--,http://ufcstats.com/fighter-details/acd8a53f7c0ce85e,--,--,--,--,
Daniel McWilliams,The Animal,http://ufcstats.com/fighter-details/7b03d9df5910917d,--,185 lbs.,--,"6' 1""",
Garreth McLellan,Soldier Boy,http://ufcstats.com/fighter-details/f215cfbd4ba3c270,"Sep 01, 1982",185 lbs.,"72""","6' 1""",Southpaw
James McSweeney,The Hammer,http://ufcstats.com/fighter-details/cac08b8685387ca5,"Oct 24, 1980",230 lbs.,"77""","6' 4""",Switch
Sara McMann,--,http://ufcstats.com/fighter-details/7be74a12d7352df2,"Sep 24, 1980",135 lbs.,"66""","5' 6""",Orthodox
Jason McLean,--,http://ufcstats.com/fighter-details/8336d7a85ce45481,--,145 lbs.,--,"5' 5""",
Brian McLaughlin,--,http://ufcstats.com/fighter-details/6488729da7ac1c79,"May 12, 1984",155 lbs.,--,"5' 9""",
Tim Means,The Dirty Bird,http://ufcstats.com/fighter-details/4b47e71384a9522f,"Feb 20, 1984",170 lbs.,"75""","6' 2""",Orthodox
Terrance McKinney,T. Wrecks,http://ufcstats.com/fighter-details/809bd1a871491508,"Sep 15, 1994",155 lbs.,"73""","5' 10""",Switch
Armen Petrosyan,Superman,http://ufcstats.com/fighter-details/369ea36e450ae62a,"Nov 02, 1990",185 lbs.,"71""","6' 3""",Orthodox
Vitor Petrino,--,http://ufcstats.com/fighter-details/71171fc96445bf65,"Aug 28, 1997",205 lbs.,"77""","6' 2""",Orthodox
Cory Peterson,LA Giant,http://ufcstats.com/fighter-details/5df10509264586e5,--,400 lbs.,--,"6' 11""",Orthodox
Thomas Petersen,The Train,http://ufcstats.com/fighter-details/764d39074a352e33,"Mar 30, 1995",264 lbs.,"74""","6' 1""",Southpaw
Andre Petroski,--,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0,"Jun 12, 1991",185 lbs.,"73""","6' 0""",Switch
Tommy Petersen,--,http://ufcstats.com/fighter-details/7aabd61419f747d1,--,155 lbs.,--,--,
Leiticia Pestova,--,http://ufcstats.com/fighter-details/f3743d8ef5dde970,"Jan 15, 1984",135 lbs.,--,"5' 6""",Orthodox
Steven Peterson,Ocho,http://ufcstats.com/fighter-details/b93c06d09d1c4ac0,"May 29, 1990",145 lbs.,"70""","5' 10""",Orthodox
Viktor Pesta,--,http://ufcstats.com/fighter-details/202b0467521c9d6f,"Jul 15, 1990",240 lbs.,"77""","6' 3""",Orthodox
Tony Petarra,--,http://ufcstats.com/fighter-details/c61f66d8c3fd5f07,--,196 lbs.,--,"5' 11""",Orthodox
Hernani Perpetuo,--,http://ufcstats.com/fighter-details/575360be653ad6a6,"May 24, 1985",170 lbs.,--,"6' 0""",Orthodox
Jay Perrin,The Joker,http://ufcstats.com/fighter-details/01fed6f61ebea01f,"Jun 15, 1993",135 lbs.,"67""","5' 7""",Switch
Raphael Pessoa,Bebezao,http://ufcstats.com/fighter-details/41f90012b86a11bf,"Mar 09, 1989",262 lbs.,"78""","6' 3""",Orthodox
Cory McKenna,Poppins,http://ufcstats.com/fighter-details/3351aa64aa83c4d9,"Jul 11, 1999",115 lbs.,"58""","5' 3""",Orthodox
Cody McKenzie,--,http://ufcstats.com/fighter-details/7be63795363029e8,"Dec 16, 1987",155 lbs.,"72""","6' 0""",Switch
Conor McGregor,The Notorious,http://ufcstats.com/fighter-details/f4c49976c75c5ab2,"Jul 14, 1988",155 lbs.,"74""","5' 9""",Southpaw
Mike Perry,Platinum,http://ufcstats.com/fighter-details/f2b6fdb20675b11c,"Sep 15, 1991",170 lbs.,"71""","5' 10""",Orthodox
Rhys McKee,Skeletor,http://ufcstats.com/fighter-details/f748267c4ab6c127,"Sep 10, 1995",170 lbs.,"78""","6' 2""",Orthodox
AJ McKee,Mercenary,http://ufcstats.com/fighter-details/f3ec0214794a699e,--,145 lbs.,--,"5' 10""",
Tim McKenzie,--,http://ufcstats.com/fighter-details/9ca265dfe8323db3,"Jul 21, 1982",185 lbs.,"74""","6' 0""",Orthodox
Jack McGlaughlin,--,http://ufcstats.com/fighter-details/237187ed9f419285,--,--,--,--,Orthodox
Ryan McGivern,--,http://ufcstats.com/fighter-details/856ec65948b7d234,"Jan 17, 1980",185 lbs.,--,"6' 0""",Orthodox
Ryan McGillivray,The Kid,http://ufcstats.com/fighter-details/1f9c371c93dfd3a9,"Sep 27, 1986",170 lbs.,--,"5' 11""",
Antonio McKee,Mandingo,http://ufcstats.com/fighter-details/3414b50b08a10600,"Mar 12, 1970",155 lbs.,--,"5' 8""",Southpaw
Greg McIntyre,--,http://ufcstats.com/fighter-details/00a905a4a4a2b071,"Apr 21, 1980",155 lbs.,--,"5' 10""",Orthodox
Marcus McGhee,The Maniac,http://ufcstats.com/fighter-details/c0ac37a4a1133da9,"May 07, 1990",135 lbs.,"69""","5' 8""",Orthodox
Gan McGee,The Giant,http://ufcstats.com/fighter-details/d90b630e0561818b,"Nov 20, 1976",265 lbs.,--,"6' 10""",Orthodox
Court McGee,The Crusher,http://ufcstats.com/fighter-details/523fa774700d7d3f,"Dec 12, 1984",170 lbs.,"75""","5' 11""",Orthodox
Liam McGeary,--,http://ufcstats.com/fighter-details/e4e0993befecdaf8,"Oct 04, 1982",205 lbs.,--,"6' 6""",
Drew McFedries,The Massacre,http://ufcstats.com/fighter-details/1fd4fbdcc67de844,"Jul 27, 1978",185 lbs.,"72""","6' 0""",Southpaw
Justin McElfresh,--,http://ufcstats.com/fighter-details/49c29e57d4e2be6f,"Jan 04, 1980",205 lbs.,--,"6' 6""",Orthodox
Adam Lynn,--,http://ufcstats.com/fighter-details/edfe95e3c33a4bf8,--,155 lbs.,--,"5' 10""",Orthodox
Jose Perez,--,http://ufcstats.com/fighter-details/89578ae236ee04e9,--,--,--,--,
Ailin Perez,Fiona,http://ufcstats.com/fighter-details/06e4245d16fc5315,"Oct 05, 1994",135 lbs.,"66""","5' 5""",Switch
