name,nickname,url,dob,weight,reach,height,stance
Alex Pereira,Poatan,http://ufcstats.com/fighter-details/e5549c82bfb5582d,"Jul 07, 1987",205 lbs.,"79""","6' 4""",Orthodox
Michel Pereira,Demolidor,http://ufcstats.com/fighter-details/595db60957de51d3,"Oct 06, 1993",170 lbs.,"73""","6' 1""",Orthodox
Viviane Pereira,Sucuri,http://ufcstats.com/fighter-details/d50382dc0565a9e1,"Aug 28, 1993",115 lbs.,"63""","5' 1""",Orthodox
Raquel Pennington,Rocky,http://ufcstats.com/fighter-details/fc169c387b4b465d,"Sep 05, 1988",135 lbs.,"67""","5' 7""",Orthodox
Nick Penner,The Quiet Assassin,http://ufcstats.com/fighter-details/879b8df81523d91b,"Mar 26, 1980",205 lbs.,--,"6' 4""",Southpaw
Justin Pennington,,http://ufcstats.com/fighter-details/0699c4b2a7c3c76f,--,--,--,"5' 4""",
Jerron Peoples,,http://ufcstats.com/fighter-details/a2ac473d74eb157c,"May 04, 1982",170 lbs.,--,"6' 0""",
Jessica Penne,,http://ufcstats.com/fighter-details/c742287ed86a09bc,"Jan 30, 1983",115 lbs.,"67""","5' 5""",Orthodox
Cathal Pendred,The Punisher,http://ufcstats.com/fighter-details/99c7610aa74995d3,"Sep 02, 1987",170 lbs.,"75""","6' 1""",Orthodox
BJ Penn,The Prodigy,http://ufcstats.com/fighter-details/73c7cfa551289285,"Dec 13, 1978",155 lbs.,"70""","5' 9""",Orthodox
Sherman Pendergarst,The Tank,http://ufcstats.com/fighter-details/e670f8cc2969a789,"Aug 01, 1967",235 lbs.,--,"6' 1""",Orthodox
Drew Pendleton,,http://ufcstats.com/fighter-details/34b634cb2471bdde,"Dec 08, 1983",145 lbs.,--,--,
Felipe Pena,Preguica,http://ufcstats.com/fighter-details/566ff9546fc29acd,"Oct 19, 1991",--,--,--,
Matej Penaz,Money,http://ufcstats.com/fighter-details/abd64006fd37298d,"Oct 14, 1996",185 lbs.,"83""","6' 3""",Southpaw
Luis Pena,Violent Bob Ross,http://ufcstats.com/fighter-details/2844b047183a1adb,"Jul 05, 1993",155 lbs.,"75""","6' 3""",Southpaw
Julianna Pena,The Venezuelan Vixen,http://ufcstats.com/fighter-details/3253b16d38ae087d,"Aug 19, 1989",135 lbs.,"69""","5' 6""",Orthodox
Yan Pellerin,Wild Thing,http://ufcstats.com/fighter-details/bfe95ec546692b13,--,205 lbs.,--,"5' 11""",Orthodox
Filip Pejic,,http://ufcstats.com/fighter-details/38ed5a2299230227,"Jul 21, 1992",135 lbs.,--,"5' 8""",Orthodox
Kurt Pellegrino,Batman,http://ufcstats.com/fighter-details/aa1952ec0b3dd8e1,"May 07, 1979",155 lbs.,"70""","5' 8""",Orthodox
Willie Peeters,,http://ufcstats.com/fighter-details/e7bfdb5e0112891e,"Oct 26, 1965",220 lbs.,--,"5' 9""",Orthodox
Trevor Peek,,http://ufcstats.com/fighter-details/0bc697c5936a2d0a,"Jan 09, 1995",155 lbs.,"70""","5' 9""",Switch
Tyson Pedro,,http://ufcstats.com/fighter-details/49e96ff8ab781589,"Sep 17, 1991",205 lbs.,"79""","6' 3""",Orthodox
Joe Pearson,The Triangular Strangler,http://ufcstats.com/fighter-details/122806b56775a53a,"Mar 28, 1978",145 lbs.,--,"5' 10""",Orthodox
Roland Payne,,http://ufcstats.com/fighter-details/2e04a3b4a2011b97,--,205 lbs.,--,"5' 9""",Orthodox
Ross Pearson,The Real Deal,http://ufcstats.com/fighter-details/4f732e58ed907eff,"Sep 26, 1984",155 lbs.,"69""","5' 8""",Orthodox
Jonathan Pearce,JSP,http://ufcstats.com/fighter-details/87c0b1c696ddfb43,"May 01, 1992",145 lbs.,"71""","6' 0""",Switch
Sarah Payant,Soulja,http://ufcstats.com/fighter-details/748d4e35f846a029,--,115 lbs.,--,"5' 4""",
Pawel Pawlak,,http://ufcstats.com/fighter-details/9310418684bc896f,"Feb 08, 1989",170 lbs.,"73""","6' 0""",Orthodox
Sergei Pavlovich,,http://ufcstats.com/fighter-details/f14cf73e51b29254,"May 13, 1992",257 lbs.,"84""","6' 3""",Southpaw
Estevan Payan,El Terrible,http://ufcstats.com/fighter-details/d0a5ef38a7778ac2,"Mar 14, 1982",145 lbs.,--,"5' 10""",Orthodox
Thomas Paull,Juggernaut,http://ufcstats.com/fighter-details/dda67d7d3df6b406,"Oct 15, 1994",155 lbs.,"67""","5' 7""",Orthodox
Julio Paulino,The Dominican Demon,http://ufcstats.com/fighter-details/60c72f7459827881,"Dec 04, 1975",170 lbs.,--,"6' 0""",Orthodox
Zac Pauga,The Ripper,http://ufcstats.com/fighter-details/56f7d7ee06be4aab,"Feb 25, 1988",205 lbs.,"76""","6' 2""",Orthodox
Sam Patterson,,http://ufcstats.com/fighter-details/8b6e5dc2ba1edbe7,"Apr 30, 1996",155 lbs.,"78""","6' 3""",Orthodox
Justin Patterson,The Tactician,http://ufcstats.com/fighter-details/2dc7c49cfaeb867c,"Dec 07, 1985",170 lbs.,--,"5' 10""",
Michael Patt,,http://ufcstats.com/fighter-details/83d0de122f2f9664,--,205 lbs.,--,"6' 0""",Orthodox
Alan Patrick,Nuguette,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8,"Jul 19, 1983",155 lbs.,"74""","5' 11""",Southpaw
Claude Patrick,The Prince,http://ufcstats.com/fighter-details/56116a79e4deed06,"Jun 14, 1980",170 lbs.,"75""","5' 11""",Orthodox
Russell Patrick,,http://ufcstats.com/fighter-details/eafedba0617ced81,--,145 lbs.,--,"5' 9""",
Windri Patilima,,http://ufcstats.com/fighter-details/66d42e9503fa108e,"Jul 19, 1993",155 lbs.,"71""","5' 6""",Southpaw
Jorge Patino,Macaco,http://ufcstats.com/fighter-details/c8cca8f3de5be4b4,"Aug 05, 1973",170 lbs.,--,"5' 8""",Orthodox
Preston Parsons,Pressure,http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0,"Jul 15, 1995",170 lbs.,"71""","5' 11""",Orthodox
Jhonoven Pati,The Samoan Savage,http://ufcstats.com/fighter-details/6b16024d44eb03a2,"Aug 29, 1990",185 lbs.,"75""","6' 1""",Switch
Jordan Parsons,Pretty Boy,http://ufcstats.com/fighter-details/8b2a18d3c6735083,"Aug 26, 1990",145 lbs.,--,"5' 9""",
Mick Parkin,,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71,"Oct 02, 1995",265 lbs.,"79""","6' 4""",Orthodox
Jonny Parsons,The Sluggernaut,http://ufcstats.com/fighter-details/2975297f505e9447,"Sep 06, 1991",170 lbs.,"69""","5' 9""",Orthodox
Tyra Parker,,http://ufcstats.com/fighter-details/64be3dc99eaa42b6,--,115 lbs.,--,"5' 5""",Orthodox
Willie Parks,Slick,http://ufcstats.com/fighter-details/86ad0ae839331bd7,"Nov 04, 1983",185 lbs.,--,"5' 10""",
Norman Parke,Stormin',http://ufcstats.com/fighter-details/14ff46596ad80609,"Dec 22, 1986",155 lbs.,"70""","5' 11""",Southpaw
Larry Parker,,http://ufcstats.com/fighter-details/c0231720fe516994,--,205 lbs.,--,"5' 11""",Orthodox
Ryan Parker,,http://ufcstats.com/fighter-details/6a0b80a24f22e152,--,235 lbs.,--,"6' 3""",Southpaw
Harvey Park,Fightbot,http://ufcstats.com/fighter-details/b709b534b6873744,"Mar 22, 1986",155 lbs.,"70""","6' 0""",Orthodox
HyunSung Park,Peace of Mind,http://ufcstats.com/fighter-details/b671bdf981ad527d,"Nov 04, 1995",125 lbs.,"66""","5' 7""",Orthodox
Jae Hyun Park,,http://ufcstats.com/fighter-details/fe1595732dfb08fc,"Dec 10, 2001",155 lbs.,--,--,
Josh Parisian,,http://ufcstats.com/fighter-details/b5da8f7d05e85a55,"Jun 28, 1989",265 lbs.,"79""","6' 4""",Orthodox
JunYong Park,The Iron Turtle,http://ufcstats.com/fighter-details/285ae0b4a68221f4,"Feb 27, 1991",185 lbs.,"73""","5' 10""",Orthodox
Remco Pardoel,Grizzly,http://ufcstats.com/fighter-details/749685d24e2cac50,--,260 lbs.,--,"6' 3""",Southpaw
Bryan Pardoe,Pain Inducer,http://ufcstats.com/fighter-details/56116537d71a578c,--,205 lbs.,--,"6' 1""",Orthodox
Joe Pardo,,http://ufcstats.com/fighter-details/74fefd43f073cd2f,--,210 lbs.,--,"6' 1""",Southpaw
Kathryn Paprocki,,http://ufcstats.com/fighter-details/bd381cde8426077a,"Apr 28, 1993",115 lbs.,"63""","5' 3""",Orthodox
Jared Papazian,The Jackhammer,http://ufcstats.com/fighter-details/edad57b3dddf2168,"Feb 01, 1988",135 lbs.,"67""","5' 8""",Southpaw
Eduardo Pamplona,,http://ufcstats.com/fighter-details/f31c0905045fa100,"Feb 20, 1973",170 lbs.,--,"5' 11""",
Alexandre Pantoja,The Cannibal,http://ufcstats.com/fighter-details/a0f0004aadf10b71,"Apr 16, 1990",125 lbs.,"67""","5' 5""",Orthodox
Tulio Palhares,,http://ufcstats.com/fighter-details/e8c170a64dc920ac,--,180 lbs.,--,--,
Stephen Palling,Bozo,http://ufcstats.com/fighter-details/ab7c212de9f66af0,"Jan 29, 1967",143 lbs.,--,"5' 4""",
Rousimar Palhares,Toquinho,http://ufcstats.com/fighter-details/8ddf9c51c5fdea75,"Feb 26, 1980",170 lbs.,"71""","5' 8""",Orthodox
Soa Palelei,The Hulk,http://ufcstats.com/fighter-details/60029bcf496bd707,"Jul 12, 1977",265 lbs.,"81""","6' 4""",Orthodox
Sasha Palatnikov,,http://ufcstats.com/fighter-details/a6c20202c701e5ca,"Mar 15, 1989",170 lbs.,"72""","6' 1""",Switch
Ricky Palacios,El Gallero,http://ufcstats.com/fighter-details/797ddccda75f169f,"Jul 05, 1987",145 lbs.,--,"5' 6""",Orthodox
Bart Palaszewski,Bartimus,http://ufcstats.com/fighter-details/4304992c2acc187b,"May 30, 1983",145 lbs.,"70""","5' 9""",Orthodox
Jose Palacios,,http://ufcstats.com/fighter-details/de20ffb3fc2e7629,--,145 lbs.,--,"5' 9""",Orthodox
Luis Pajuelo,Corazon de Leon,http://ufcstats.com/fighter-details/e530df53922f413e,"Dec 12, 1994",145 lbs.,--,--,
Dinis Paiva Jr.,Sweetbread,http://ufcstats.com/fighter-details/ad3a5e465c76e499,"May 26, 1988",145 lbs.,"71""","5' 9""",Southpaw
Raulian Paiva,,http://ufcstats.com/fighter-details/82b4e942781b1046,"Oct 17, 1995",135 lbs.,"69""","5' 8""",Orthodox
Josh Paiva,,http://ufcstats.com/fighter-details/1e12c1dbbb1e2dda,"Apr 05, 1991",125 lbs.,--,"5' 6""",
Fredson Paixao,,http://ufcstats.com/fighter-details/320edfb0332b7073,"May 13, 1979",145 lbs.,"66""","5' 6""",Orthodox
Fernando Padilla,El Valiente,http://ufcstats.com/fighter-details/d2f43cfaf8ca3560,"Dec 15, 1996",145 lbs.,"76""","6' 1""",Orthodox
Gary Padilla,,http://ufcstats.com/fighter-details/01dd4cdc2446f665,"May 04, 1980",205 lbs.,--,"5' 11""",
Teemu Packalen,Pacu,http://ufcstats.com/fighter-details/8f4eeaf7a0df7c1a,"May 22, 1987",155 lbs.,"75""","6' 1""",Orthodox
George Pacurariu,Constantine,http://ufcstats.com/fighter-details/c51da79b0346b5b7,"Jul 28, 1984",135 lbs.,--,"5' 7""",
Cyrillo Padilha,,http://ufcstats.com/fighter-details/856c4d2668a875f9,"Jan 23, 1978",155 lbs.,--,"5' 11""",
Larissa Pacheco,,http://ufcstats.com/fighter-details/16b89be2f5c16fba,"Sep 07, 1994",135 lbs.,--,"5' 7""",Orthodox
Angel Pacheco,,http://ufcstats.com/fighter-details/07797f10b9569cfc,"Jan 13, 1992",145 lbs.,--,--,
Nick Pace,,http://ufcstats.com/fighter-details/8cb76103cd8a1562,"Apr 17, 1987",135 lbs.,"68""","5' 7""",Orthodox
Craig Oxley,,http://ufcstats.com/fighter-details/4bb9d7a32d02a03e,"Feb 14, 1973",155 lbs.,--,"5' 9""",
Valentijn Overeem,,http://ufcstats.com/fighter-details/20e403a1acfef130,"Aug 17, 1976",230 lbs.,--,"6' 3""",Orthodox
Sidney Outlaw,,http://ufcstats.com/fighter-details/871ce0b4a01922b6,"Apr 11, 1992",170 lbs.,"74""","5' 8""",Orthodox
Alistair Overeem,The Demolition Man,http://ufcstats.com/fighter-details/b4ad3a06ee4d660c,"May 17, 1980",265 lbs.,"80""","6' 4""",Orthodox
Zak Ottow,The Barbarian,http://ufcstats.com/fighter-details/47cd337b86b1af92,"Dec 22, 1986",170 lbs.,"72""","5' 11""",Orthodox
Artur Oumakhanov,,http://ufcstats.com/fighter-details/1ef0eae31904e534,"Feb 27, 1979",154 lbs.,--,"5' 7""",Orthodox
Raquel Pa'aluhi,Rocky,http://ufcstats.com/fighter-details/373be586f370d400,--,135 lbs.,--,"5' 7""",
Pedro Otavio,Te Pedro,http://ufcstats.com/fighter-details/4512e46543b960ad,--,245 lbs.,--,"6' 3""",Orthodox
Rachael Ostovich,,http://ufcstats.com/fighter-details/01784fbc27c68b14,"Feb 25, 1991",125 lbs.,"62""","5' 3""",Orthodox
Nissen Osterneck,,http://ufcstats.com/fighter-details/d632d156c0549e07,"May 01, 1981",185 lbs.,--,"6' 2""",Orthodox
Alexander Otsuka,The Diet Butcher,http://ufcstats.com/fighter-details/865aa315ea62c511,"Jul 17, 1971",205 lbs.,--,"6' 1""",Orthodox
Kenji Osawa,,http://ufcstats.com/fighter-details/8eb239a52fc4ec14,"Nov 04, 1976",135 lbs.,"66""","5' 7""",Orthodox
Jorge Ortiz,The Naked Man,http://ufcstats.com/fighter-details/9c5828c6fd9dc948,--,185 lbs.,--,"6' 0""",Orthodox
Dustin Ortiz,,http://ufcstats.com/fighter-details/f53c1f4ceeed8c08,"Dec 25, 1988",125 lbs.,"65""","5' 5""",Orthodox
Ode Osbourne,The Jamaican Sensation,http://ufcstats.com/fighter-details/6d68c1afe954f121,"Jan 09, 1992",125 lbs.,"73""","5' 7""",Southpaw
Takafumi Otsuka,,http://ufcstats.com/fighter-details/6b8f28da9a483049,--,139 lbs.,--,"5' 6""",Orthodox
Sam Oropeza,,http://ufcstats.com/fighter-details/6b8db407d49c6e4b,--,170 lbs.,--,"6' 2""",
Chibwikem Onyenegecha,,http://ufcstats.com/fighter-details/887e09328cd63df1,"Apr 18, 1994",185 lbs.,--,"6' 3""",Orthodox
Charlie Ontiveros,American Bad Boy,http://ufcstats.com/fighter-details/318572f6f74b760d,"Jul 04, 1991",155 lbs.,"74""","6' 2""",Switch
Daniel Omielanczuk,,http://ufcstats.com/fighter-details/470fedbc8563ac47,"Aug 31, 1982",247 lbs.,"74""","6' 0""",Southpaw
David Onama,,http://ufcstats.com/fighter-details/ffe9703408fb5964,"Jun 07, 1994",145 lbs.,"74""","5' 11""",Orthodox
Alan Omer,,http://ufcstats.com/fighter-details/f2ad06f1007c481a,"Sep 14, 1988",145 lbs.,--,"5' 10""",Orthodox
Michihiro Omigawa,,http://ufcstats.com/fighter-details/9f842be1a5337be6,"Dec 19, 1975",145 lbs.,"68""","5' 6""",Orthodox
Cameron Olson,Cap'n Crunch,http://ufcstats.com/fighter-details/5a9104718439ef44,"Nov 22, 1989",205 lbs.,"75""","6' 1""",Orthodox
Dennis Olson,,http://ufcstats.com/fighter-details/8e0709784259402d,--,170 lbs.,--,"6' 0""",
Brian Ortega,T-City,http://ufcstats.com/fighter-details/def8166ff24bd237,"Feb 21, 1991",145 lbs.,"69""","5' 8""",Switch
Felipe Olivieri,,http://ufcstats.com/fighter-details/948880beac71f028,"Apr 12, 1985",155 lbs.,--,"5' 9""",Orthodox
Wendell Oliveira Marques,The Machine,http://ufcstats.com/fighter-details/32c03df3c9760069,"Jun 01, 1983",170 lbs.,--,"5' 10""",Orthodox
Bruno Oliveira,,http://ufcstats.com/fighter-details/1e85912c9bab7e2b,"May 02, 1984",205 lbs.,"80""","6' 4""",Orthodox
Casey Olson,The Underdog,http://ufcstats.com/fighter-details/7613773461b276f4,--,145 lbs.,--,"5' 7""",Orthodox
Maria Oliveira,Spider-Girl,http://ufcstats.com/fighter-details/37d752ec41ed84bb,"Dec 12, 1996",115 lbs.,"69""","5' 6""",Orthodox
Gadzhi Omargadzhiev,,http://ufcstats.com/fighter-details/684d3aee255a3d09,"Feb 24, 1993",170 lbs.,"71""","6' 1""",Switch
Charles Oliveira,Do Bronxs,http://ufcstats.com/fighter-details/07225ba28ae309b6,"Oct 17, 1989",155 lbs.,"74""","5' 10""",Orthodox
Jorge Oliveira,,http://ufcstats.com/fighter-details/bec2746f033802c3,--,205 lbs.,--,"6' 1""",
Alex Oliveira,Cowboy,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,"Feb 21, 1988",170 lbs.,"76""","5' 11""",Orthodox
Ednaldo Oliveira,Lula,http://ufcstats.com/fighter-details/acd9513399a8b09b,"Feb 19, 1984",205 lbs.,--,"6' 5""",Orthodox
Rafaello Oliveira,Tractor,http://ufcstats.com/fighter-details/15b1b21cd743d652,"Jan 26, 1982",155 lbs.,"71""","5' 8""",Orthodox
Michal Oleksiejczuk,Hussar,http://ufcstats.com/fighter-details/0d65c432720accb9,"Feb 22, 1995",185 lbs.,"74""","6' 0""",Southpaw
Masakatsu Okuda,,http://ufcstats.com/fighter-details/02a65a55f25fb4f3,--,--,--,--,
Aleksei Oleinik,The Boa Constrictor,http://ufcstats.com/fighter-details/98c23cb6da5b3352,"Jun 20, 1977",240 lbs.,"80""","6' 2""",Orthodox
Yushin Okami,Thunder,http://ufcstats.com/fighter-details/acff437707625fc7,"Jul 21, 1981",170 lbs.,"75""","6' 2""",Southpaw
Bolaji Oki,The Zulu Warrior,http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,"Nov 15, 1995",155 lbs.,--,--,
JJ Okanovich,The Bosnian Bomber,http://ufcstats.com/fighter-details/aa40fe6038db56cb,"Nov 04, 1990",155 lbs.,"76""","5' 11""",Orthodox
Kazuki Okubo,,http://ufcstats.com/fighter-details/33454ad90754cb49,--,175 lbs.,--,"5' 11""",Orthodox
Takayuki Okada,Giant Ochiai,http://ufcstats.com/fighter-details/32541eb5d12668b4,--,290 lbs.,--,"6' 1""",Orthodox
Koji Oishi,,http://ufcstats.com/fighter-details/01daf32100ed7517,"May 31, 1977",170 lbs.,--,"5' 8""",Orthodox
Michiyoshi Ohara,,http://ufcstats.com/fighter-details/6a8a06b542e1516d,--,205 lbs.,--,"5' 10""",Orthodox
Naoya Ogawa,,http://ufcstats.com/fighter-details/4b2390cfaceb91d8,"Mar 31, 1968",255 lbs.,--,"6' 4""",Orthodox
Richard Odoms,The Black Eagle,http://ufcstats.com/fighter-details/f43907e75f8d9baa,"May 08, 1975",265 lbs.,--,"6' 5""",Orthodox
Christian Ocon,,http://ufcstats.com/fighter-details/2d6d6ffe5a446ea2,"Feb 05, 1996",135 lbs.,"69""","5' 8""",Orthodox
Nobuhiro Obiya,,http://ufcstats.com/fighter-details/6e3282d57d2467a0,"Jan 15, 1981",145 lbs.,--,"5' 8""",Orthodox
Volkan Oezdemir,No Time,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,"Sep 19, 1989",205 lbs.,"75""","6' 2""",Orthodox
Takahiro Oba,,http://ufcstats.com/fighter-details/7139cd2ae4bf6a29,--,200 lbs.,--,"5' 8""",Southpaw
Brendan O'Reilly,Badger,http://ufcstats.com/fighter-details/494b0bfdbac74502,"Jun 24, 1987",170 lbs.,"69""","5' 7""",Orthodox
Casey O'Neill,King,http://ufcstats.com/fighter-details/04835018f90b118c,"Oct 07, 1997",125 lbs.,"69""","5' 6""",Orthodox
Jeremiah O'Neal,,http://ufcstats.com/fighter-details/338fda4ec7034c5d,"Oct 25, 1977",260 lbs.,--,"5' 8""",
Sean O'Malley,Sugar,http://ufcstats.com/fighter-details/b50a426a33da0012,"Oct 24, 1994",135 lbs.,"72""","5' 11""",Switch
Chuck O'Neil,Cold Steel,http://ufcstats.com/fighter-details/56bc9ccb609df534,"Sep 22, 1985",170 lbs.,--,"6' 2""",
Sean O'Haire,,http://ufcstats.com/fighter-details/46effbd1135423c5,"Feb 25, 1971",270 lbs.,--,"6' 5""",Orthodox
Dan O'Connor,Johnny Irish,http://ufcstats.com/fighter-details/69ea0119f6f0dfe0,"Nov 17, 1982",115 lbs.,--,"5' 4""",
Jake O'Brien,Irish,http://ufcstats.com/fighter-details/20bcc9966affb19c,"Sep 25, 1984",205 lbs.,"76""","6' 3""",Orthodox
TJ O'Brien,The Spider,http://ufcstats.com/fighter-details/d25b93992f285953,"Jan 01, 1987",155 lbs.,--,"6' 2""",Orthodox
Sean O'Connell,The Real OC,http://ufcstats.com/fighter-details/cb52f9490c2dc069,"Sep 02, 1983",205 lbs.,"74""","6' 1""",Orthodox
Luciano Azevedo,,http://ufcstats.com/fighter-details/9bcfb40dbcd50568,"Jun 25, 1981",161 lbs.,--,"6' 3""",Orthodox
Luiz Azeredo,,http://ufcstats.com/fighter-details/063649e21bc9d6d5,"Jun 10, 1976",154 lbs.,--,"5' 9""",Orthodox
Abu Azaitar,Captain Morocco,http://ufcstats.com/fighter-details/46d0a888d87d91ac,"Mar 10, 1986",185 lbs.,"76""","5' 9""",Orthodox
Chris Avila,,http://ufcstats.com/fighter-details/4665cbf36b08193b,"Jan 16, 1993",145 lbs.,--,"5' 10""",Orthodox
Ottman Azaitar,Bulldozer,http://ufcstats.com/fighter-details/ee18ff42063174df,"Feb 20, 1990",155 lbs.,"71""","5' 8""",Switch
Saad Awad,Assassin,http://ufcstats.com/fighter-details/da603332ad41f165,"Jun 07, 1983",155 lbs.,--,"5' 11""",
Anthony Avila,,http://ufcstats.com/fighter-details/033d19259f589457,"Dec 29, 1988",145 lbs.,--,"5' 7""",
Levi Avera,,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c,"May 17, 1982",170 lbs.,--,"6' 1""",
Blas Avena,The Disciple,http://ufcstats.com/fighter-details/8753e125f4499816,"Jun 30, 1983",170 lbs.,"74""","6' 0""",Orthodox
David Avellan,,http://ufcstats.com/fighter-details/956dcac65e7b34d6,--,185 lbs.,--,"5' 9""",Orthodox
Jose Augusto,Gugu,http://ufcstats.com/fighter-details/4d3b08ab127c7585,"Mar 28, 1992",251 lbs.,--,"6' 3""",
Pat Audinwood,Awesomely Awesome,http://ufcstats.com/fighter-details/196ed28337adc630,"Apr 16, 1986",155 lbs.,--,"6' 0""",Orthodox
Olivier Aubin-Mercier,The Canadian Gangster,http://ufcstats.com/fighter-details/55ee431411ccf07a,"Feb 23, 1989",155 lbs.,"70""","5' 9""",Southpaw
Marcus Aurelio,Maximus,http://ufcstats.com/fighter-details/04643fd03d9159cc,"Aug 18, 1973",155 lbs.,"74""","5' 10""",Orthodox
Rich Attonito,The Raging Bull,http://ufcstats.com/fighter-details/210935fd21670f6d,"Jun 16, 1977",170 lbs.,"72""","5' 10""",Orthodox
Bazigit Atajev,Volk,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95,--,230 lbs.,--,"6' 1""",Orthodox
Bruno Assis,Brunao,http://ufcstats.com/fighter-details/ff222167cce02919,"May 23, 1992",185 lbs.,--,"6' 2""",Orthodox
Junior Assuncao,,http://ufcstats.com/fighter-details/d0d7160824278840,"Jun 24, 1981",145 lbs.,"72""","5' 9""",Orthodox
Raphael Assuncao,,http://ufcstats.com/fighter-details/2f13e4020cea5b38,"Jul 19, 1982",135 lbs.,"66""","5' 5""",Orthodox
Tom Aspinall,,http://ufcstats.com/fighter-details/399afbabc02376b5,"Apr 11, 1993",256 lbs.,"78""","6' 5""",Orthodox
Ibo Aslan,The Last Ottoman,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,"Apr 23, 1996",205 lbs.,--,"6' 3""",
Khusein Askhabov,Nohcho,http://ufcstats.com/fighter-details/5c10da56d712ac9c,"Feb 13, 1995",145 lbs.,"69""","5' 8""",Orthodox
Scott Askham,,http://ufcstats.com/fighter-details/06827d70c53ff0d9,"May 20, 1988",185 lbs.,"75""","6' 3""",Southpaw
Yanal Ashmouz,Red Fox,http://ufcstats.com/fighter-details/c739c2995a275314,"Mar 31, 1995",155 lbs.,"68""","5' 9""",Orthodox
Ben Askren,Funky,http://ufcstats.com/fighter-details/0b31f87be71ebbb1,"Jul 18, 1984",170 lbs.,"73""","5' 11""",Orthodox
Arman Ashimov,Mustafa Ozturik,http://ufcstats.com/fighter-details/d26a0988c9dc9886,"Jan 14, 1992",125 lbs.,--,"5' 6""",
Teddy Ash,Bear,http://ufcstats.com/fighter-details/a373085066dbfb54,"Dec 27, 1989",185 lbs.,"73""","6' 1""",Switch
Cesar Arzamendia,Goku,http://ufcstats.com/fighter-details/49f78022126bf4a4,"Jan 31, 1991",155 lbs.,--,"5' 11""",Orthodox
Gilles Arsene,,http://ufcstats.com/fighter-details/2dea80c069847321,--,190 lbs.,--,"5' 9""",Southpaw
Antonio Arroyo,,http://ufcstats.com/fighter-details/61fb8098ccf81c7f,"Jul 01, 1989",185 lbs.,"73""","6' 3""",Orthodox
Veta Arteaga,,http://ufcstats.com/fighter-details/91e3388e69060e69,--,125 lbs.,--,"5' 7""",
Matt Arroyo,No Regard,http://ufcstats.com/fighter-details/de62052b2ede65ba,"Sep 01, 1982",170 lbs.,"72""","5' 10""",Orthodox
Akbarh Arreola,El Caballero,http://ufcstats.com/fighter-details/c136b2a8852da5bd,"Jan 14, 1983",155 lbs.,"71""","5' 10""",Southpaw
Chalid Arrab,Die Faust,http://ufcstats.com/fighter-details/770b9d4813c25902,"May 28, 1975",205 lbs.,--,"5' 11""",Orthodox
Eli Aronov,The Israeli Tank,http://ufcstats.com/fighter-details/a90c200c3fbb22c4,"Jun 06, 1996",185 lbs.,--,--,
Joey Armstrong,,http://ufcstats.com/fighter-details/30ad2050273d016a,--,--,--,--,
Austin Arnett,,http://ufcstats.com/fighter-details/bf0e700106d00e55,"Oct 22, 1991",145 lbs.,"72""","6' 0""",Orthodox
Ricardo Arona,The Brazilian Tiger,http://ufcstats.com/fighter-details/05fbfe628658c538,"Jul 17, 1978",205 lbs.,--,"5' 11""",Orthodox
Cyril Asker,Silverback,http://ufcstats.com/fighter-details/9be6020024133293,"Dec 24, 1985",247 lbs.,"74""","6' 0""",Orthodox
Garrett Armfield,,http://ufcstats.com/fighter-details/1effd880e1f1bb30,"Oct 09, 1996",135 lbs.,"70""","5' 6""",Orthodox
Reza Arianto,The Crazy Lion,http://ufcstats.com/fighter-details/90063913321e7670,--,155 lbs.,--,--,
Hashem Arkhagha,,http://ufcstats.com/fighter-details/9a7ffa80766caa51,"Sep 11, 1989",185 lbs.,"75""","6' 2""",Orthodox
Andrei Arlovski,The Pitbull,http://ufcstats.com/fighter-details/3738e68d2261e60f,"Feb 04, 1979",240 lbs.,"77""","6' 3""",Orthodox
Tristan Arenal,,http://ufcstats.com/fighter-details/9c9455912d917e4e,--,155 lbs.,--,--,
Julio Arce,,http://ufcstats.com/fighter-details/1291edf2d566a71a,"Oct 27, 1989",135 lbs.,"70""","5' 7""",Southpaw
Romie Aram,,http://ufcstats.com/fighter-details/73ef22f25d0f70e2,"Dec 02, 1977",170 lbs.,--,"5' 10""",Orthodox
Kenji Arai,,http://ufcstats.com/fighter-details/269d103c96a4c3a5,"Oct 05, 1979",145 lbs.,--,"5' 10""",Southpaw
Igor Araujo,,http://ufcstats.com/fighter-details/dbea8c1cb327ab3d,"Dec 06, 1980",170 lbs.,"77""","6' 1""",Orthodox
Felipe Arantes,Sertanejo,http://ufcstats.com/fighter-details/71002dbc1743b9a7,"Feb 09, 1988",135 lbs.,"73""","5' 8""",Orthodox
Viviane Araujo,Vivi,http://ufcstats.com/fighter-details/36541f1e6c5d4955,"Nov 21, 1986",125 lbs.,"68""","5' 4""",Orthodox
